lodcolumn,gene_id,gene_symbol,gene_chr,gene_start,gene_middle,gene_end,qtl_chr,qtl_pos,qtl_mkr,qtl_lod,cis,,,,,,,,
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,18,70.425604,UNC29539674,7.168503115,FALSE,,,,,,,,
ENSMUSP00000022639,ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,11,35.558794,UNC19405264,7.16711384,FALSE,,,,,,,,
ENSMUSP00000026625,ENSMUSG00000025545,Clybl,14,122.181694,122.291963,122.402232,5,108.065035,UNC9879551,7.166803147,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,7,35.931154,UNC12623289,7.165689921,FALSE,,,,,,,,
ENSMUSP00000138134,ENSMUSG00000021917,Spcs1,14,30.999826,31.000749,31.001672,2,34.876503,UNC2861185,7.1652884,FALSE,,,,,,,,
ENSMUSP00000022553,ENSMUSG00000021981,Cab39l,14,59.440981,59.494942,59.548903,12,43.339731,JAX00331977,7.16257786,FALSE,,,,,,,,
ENSMUSP00000079967,ENSMUSG00000062093,Gm10110,14,89.896223,89.897344,89.898466,18,86.473357,JAX00085992,7.16229781,FALSE,,,,,,,,
ENSMUSP00000079163,ENSMUSG00000012405,Rpl15,14,18.267823,18.269607,18.271391,9,101.436547,JAX00174926,7.160720425,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,7,136.679924,UNC13942251,7.160270414,FALSE,,,,,,,,
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,14,122.534324,122.712712,122.8911,18,71.276329,UNC29552349,7.159094223,FALSE,,,,,,,,
ENSMUSP00000114922,ENSMUSG00000021884,Hacl1,14,31.552905,31.597096,31.641286,14,27.728317,JAX00375785,7.158771829,TRUE,,,,,,,,
ENSMUSP00000022462,ENSMUSG00000021906,Oxnad1,14,32.085374,32.094288,32.103202,16,65.501594,UNC26997762,7.158663574,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,3,137.766184,UNC6343319,7.158384215,FALSE,,,,,,,,
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,14,7.817957,7.884772,7.951588,X,77.155328,UNC30984480,7.157340064,FALSE,,,,,,,,
ENSMUSP00000022793,ENSMUSG00000022185,Acin1,14,54.642161,54.664546,54.686931,8,117.745774,UNC15593347,7.156948223,FALSE,,,,,,,,
ENSMUSP00000048765,ENSMUSG00000037780,Mbl1,14,41.151456,41.155208,41.158959,7,31.06699,JAX00634739,7.156601981,FALSE,,,,,,,,
ENSMUSP00000107237,ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,X,73.969695,UNC30965671,7.156352134,FALSE,,,,,,,,
ENSMUSP00000042186,ENSMUSG00000032849,Abcc4,14,118.482692,118.594456,118.706219,X,140.931647,UNC31393552,7.154481262,FALSE,,,,,,,,
ENSMUSP00000106957,ENSMUSG00000022223,Sdr39u1,14,55.897286,55.898759,55.900232,2,164.945692,UNC4410736,7.152206387,FALSE,,,,,,,,
ENSMUSP00000123765,ENSMUSG00000022110,Sucla2,14,73.525319,73.56073,73.596142,15,99.488524,UNC26209188,7.150405217,FALSE,,,,,,,,
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,14,78.849178,79.025744,79.20231,8,103.421316,UNC15410888,7.1485653,FALSE,,,,,,,,
ENSMUSP00000022529,ENSMUSG00000021957,Tkt,14,30.548359,30.56154,30.574722,2,75.435664,UNC3349497,7.147950035,FALSE,,,,,,,,
ENSMUSP00000136011,ENSMUSG00000060579,Fhit,14,9.550092,10.356064,11.162035,8,93.122447,UNC15266097,7.147935514,FALSE,,,,,,,,
ENSMUSP00000043926,ENSMUSG00000021871,Pnp,14,50.944302,50.95477,50.965237,2,6.047498,JAX00090851,7.147815812,FALSE,,,,,,,,
ENSMUSP00000022573,ENSMUSG00000021996,Esd,14,74.732297,74.741531,74.750765,12,108.087543,UNC21851121,7.146884499,FALSE,,,,,,,,
ENSMUSP00000022639,ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,10,88.010186,UNC18380618,7.142512269,FALSE,,,,,,,,
ENSMUSP00000125977,ENSMUSG00000025290,Rps24,14,24.490681,24.493414,24.496146,9,119.114049,UNC17245934,7.141482986,FALSE,,,,,,,,
ENSMUSP00000023826,ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,13,44.658423,UNC22524890,7.141396768,FALSE,,,,,,,,
ENSMUSP00000117229,ENSMUSG00000092232,Gm20521,14,54.883441,54.890789,54.898137,17,50.161412,UNC27985901,7.139668138,FALSE,,,,,,,,
ENSMUSP00000039537,ENSMUSG00000033405,Nudt15,14,73.519864,73.534053,73.548242,4,57.203906,JAX00119331,7.137883322,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,5,4.312526,UNC050443053,7.137812351,FALSE,,,,,,,,
ENSMUSP00000069840,ENSMUSG00000021993,Mipep,14,60.784566,60.844088,60.90361,7,26.308762,UNC12521610,7.136926501,FALSE,,,,,,,,
ENSMUSP00000047665,ENSMUSG00000039197,Adk,14,21.052574,21.250571,21.448568,10,123.205218,UNC18894265,7.135312983,FALSE,,,,,,,,
ENSMUSP00000129504,ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,12,90.210092,UNC21588937,7.134822822,FALSE,,,,,,,,
ENSMUSP00000042602,ENSMUSG00000035960,Apex1,14,50.924968,50.926054,50.927139,10,88.958223,JAX00020673,7.133337042,FALSE,,,,,,,,
ENSMUSP00000022268,ENSMUSG00000021748,Pdhb,14,8.165991,8.169492,8.172992,7,130.669893,UNC070705925,7.131516154,FALSE,,,,,,,,
ENSMUSP00000022694,ENSMUSG00000022099,Dmtn,14,70.602184,70.619116,70.636048,9,104.099612,UNC17036696,7.128634644,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,1,87.41125,UNC1090659,7.127064946,FALSE,,,,,,,,
ENSMUSP00000022600,ENSMUSG00000022022,Mtrf1,14,79.397772,79.410711,79.42365,10,128.434094,backupUNC100150076,7.125427214,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,14,99.891218,JAX00387870,7.124711776,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,10,129.752438,UNC18982111,7.124245112,FALSE,,,,,,,,
ENSMUSP00000022793,ENSMUSG00000022185,Acin1,14,54.642161,54.664546,54.686931,11,35.396449,UNC19402622,7.123744874,FALSE,,,,,,,,
ENSMUSP00000069209,ENSMUSG00000022040,Ephx2,14,66.084377,66.104438,66.1245,19,6.458874,UNC29853003,7.123319822,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,3,51.738271,UNC5255018,7.123051019,FALSE,,,,,,,,
ENSMUSP00000022518,ENSMUSG00000021951,N6amt2,14,57.549598,57.560584,57.571569,10,71.404565,backupUNC100372523,7.122075562,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,6,17.712976,UNC10643321,7.122046802,FALSE,,,,,,,,
ENSMUSP00000119275,ENSMUSG00000050335,Lgals3,14,47.367751,47.376956,47.38616,6,17.444505,UNC10639106,7.12098447,FALSE,,,,,,,,
ENSMUSP00000129504,ENSMUSG00000022100,Xpo7,14,70.654246,70.710437,70.766628,1,25.400752,UNC307742,7.120951689,FALSE,,,,,,,,
ENSMUSP00000123706,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,17,83.783068,UNC28489371,7.116762307,FALSE,,,,,,,,
ENSMUSP00000022826,ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,17,60.590118,UNC28131597,7.115458317,FALSE,,,,,,,,
ENSMUSP00000022462,ENSMUSG00000021906,Oxnad1,14,32.085374,32.094288,32.103202,6,64.599407,JAX00612006,7.115007251,FALSE,,,,,,,,
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,14,46.808149,46.815196,46.822242,17,71.044772,UNC28289177,7.113865163,FALSE,,,,,,,,
ENSMUSP00000046199,ENSMUSG00000042286,Stab1,14,31.139013,31.153827,31.168641,12,72.89973,UNC21389987,7.111990284,FALSE,,,,,,,,
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,13,69.48535,UNC22795637,7.109897348,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,5,104.702187,JAX00590645,7.10975412,FALSE,,,,,,,,
ENSMUSP00000125434,ENSMUSG00000061244,Exoc5,14,49.012146,49.0394,49.066653,3,61.063016,UNC5371902,7.107517373,FALSE,,,,,,,,
ENSMUSP00000087494,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,4,117.499503,UNC8057346,7.105915641,FALSE,,,,,,,,
ENSMUSP00000139261,ENSMUSG00000098557,KCTD12,14,102.976581,102.979609,102.982637,X,38.19738,UNC30751841,7.104797267,FALSE,,,,,,,,
ENSMUSP00000022322,ENSMUSG00000021794,Glud1,14,34.310727,34.327936,34.345144,19,55.219648,UNC30532167,7.104370322,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,19,53.424574,UNC30506508,7.103848089,FALSE,,,,,,,,
ENSMUSP00000042875,ENSMUSG00000040760,Appl1,14,26.918988,26.94511,26.971232,14,28.448805,UNC23756735,7.103714666,TRUE,,,,,,,,
ENSMUSP00000131991,ENSMUSG00000091898,Tnnc1,14,31.208312,31.21002,31.211729,5,5.620553,UNC8568633,7.102655904,FALSE,,,,,,,,
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,7,132.373319,UNC13881676,7.102446772,FALSE,,,,,,,,
ENSMUSP00000023873,ENSMUSG00000023110,Prmt5,14,54.507187,54.512356,54.517525,5,13.061295,UNC8655015,7.101747489,FALSE,,,,,,,,
ENSMUSP00000113014,ENSMUSG00000022214,Dcaf11,14,55.560006,55.565036,55.570065,19,30.294417,UNC30182106,7.101076387,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,19,41.882542,JAX00089174,7.100471205,FALSE,,,,,,,,
ENSMUSP00000123765,ENSMUSG00000022110,Sucla2,14,73.525319,73.56073,73.596142,9,113.721879,UNC17164607,7.098984435,FALSE,,,,,,,,
ENSMUSP00000022638,ENSMUSG00000022054,Nefm,14,68.08259,68.103718,68.124846,9,27.310253,UNC16043611,7.098801765,FALSE,,,,,,,,
ENSMUSP00000022826,ENSMUSG00000022215,Fitm1,14,55.575617,55.576284,55.576952,4,143.296106,UNC8397172,7.098177931,FALSE,,,,,,,,
ENSMUSP00000065754,ENSMUSG00000054733,Msra,14,64.122623,64.289263,64.455903,3,63.163762,JAX00524828,7.096075067,FALSE,,,,,,,,
ENSMUSP00000042186,ENSMUSG00000032849,Abcc4,14,118.482692,118.594456,118.706219,3,57.444289,UNC5335948,7.095408798,FALSE,,,,,,,,
ENSMUSP00000022369,ENSMUSG00000021823,Vcl,14,20.929433,20.981553,21.033673,13,99.531942,UNC23202953,7.093310655,FALSE,,,,,,,,
ENSMUSP00000002400,ENSMUSG00000002329,Mdp1,14,55.657879,55.659194,55.660508,8,43.102127,UNC14612041,7.092936741,FALSE,,,,,,,,
ENSMUSP00000119330,ENSMUSG00000021773,Comtd1,14,21.845861,21.847419,21.848977,9,80.714429,JAX00173373,7.092883148,FALSE,,,,,,,,
ENSMUSP00000022682,ENSMUSG00000022091,Sorbs3,14,70.180468,70.194052,70.207637,10,13.385784,UNC17449958,7.091013776,FALSE,,,,,,,,
ENSMUSP00000106519,ENSMUSG00000060126,Tpt1,14,75.845093,75.846809,75.848525,18,75.820873,UNC29625444,7.08942344,FALSE,,,,,,,,
ENSMUSP00000112576,ENSMUSG00000035296,Sgcg,14,61.221059,61.239774,61.25849,2,181.425297,UNC4606016,7.089164667,FALSE,,,,,,,,
ENSMUSP00000022497,ENSMUSG00000021930,Spryd7,14,61.531993,61.54444,61.556886,19,47.354592,UNC30409278,7.088285308,FALSE,,,,,,,,
ENSMUSP00000014640,ENSMUSG00000014496,Ankrd28,14,31.700015,31.765215,31.830415,6,94.912716,backupUNC060149120,7.086842643,FALSE,,,,,,,,
ENSMUSP00000022704,ENSMUSG00000022108,Itm2b,14,73.362231,73.373751,73.385271,14,77.650023,UNC24299380,7.086227074,FALSE,,,,,,,,
ENSMUSP00000036555,ENSMUSG00000002319,Ipo4,14,55.6254,55.631648,55.637895,19,59.486145,UNC30589417,7.085655332,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,13,11.324847,UNC22122038,7.083894483,FALSE,,,,,,,,
ENSMUSP00000061498,ENSMUSG00000040472,Rabggta,14,55.715873,55.719065,55.722257,6,127.601464,UNC12048942,7.083787788,FALSE,,,,,,,,
ENSMUSP00000022590,ENSMUSG00000022013,Dnajc15,14,77.826217,77.850567,77.874917,12,77.664427,UNC21445091,7.080737782,FALSE,,,,,,,,
ENSMUSP00000055619,ENSMUSG00000049960,Mrps16,14,20.391231,20.392393,20.393555,19,59.161987,UNC30586125,7.078806687,FALSE,,,,,,,,
ENSMUSP00000119330,ENSMUSG00000021773,Comtd1,14,21.845861,21.847419,21.848977,8,70.156069,JAX00671784,7.078732332,FALSE,,,,,,,,
ENSMUSP00000022734,ENSMUSG00000022136,Dnajc3,14,118.937932,118.959817,118.981702,13,36.335291,UNC22417865,7.076265275,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,11,58.195584,UNC19710298,7.074794802,FALSE,,,,,,,,
ENSMUSP00000023826,ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,10,127.06925,JAX00302073,7.072013254,FALSE,,,,,,,,
ENSMUSP00000022322,ENSMUSG00000021794,Glud1,14,34.310727,34.327936,34.345144,4,88.225308,UNC7690336,7.071518515,FALSE,,,,,,,,
ENSMUSP00000017629,ENSMUSG00000017485,Top2b,14,16.365179,16.397983,16.430787,X,162.134028,UNC31534026,7.071482153,FALSE,,,,,,,,
ENSMUSP00000022310,ENSMUSG00000021785,Ngly1,14,16.24928,16.280603,16.311926,19,49.253773,UNC30436377,7.06737578,FALSE,,,,,,,,
ENSMUSP00000022330,ENSMUSG00000021798,Ldb3,14,34.526699,34.55769,34.588681,7,131.31602,UNC13867086,7.06725543,FALSE,,,,,,,,
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,14,31.088869,31.1089,31.12893,2,163.110192,UNC4383716,7.065848288,FALSE,,,,,,,,
ENSMUSP00000022803,ENSMUSG00000022193,Psmb5,14,54.61412,54.616058,54.617995,10,43.744715,UNC17851936,7.065813494,FALSE,,,,,,,,
ENSMUSP00000097872,ENSMUSG00000025558,Dock9,14,121.542039,121.669886,121.797734,19,14.377717,UNC29930708,7.06571202,FALSE,,,,,,,,
ENSMUSP00000138396,ENSMUSG00000097148,Gm3839,14,11.280735,11.31873,11.356726,8,12.077228,JAX00158904,7.06508774,FALSE,,,,,,,,
ENSMUSP00000113377,ENSMUSG00000048279,Sacs,14,61.138457,61.189576,61.240695,3,34.267622,UNC5012473,7.064934778,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,1,121.103127,UNC1545527,7.06316018,FALSE,,,,,,,,
ENSMUSP00000022638,ENSMUSG00000022054,Nefm,14,68.08259,68.103718,68.124846,4,103.239946,JAX00560217,7.063141512,FALSE,,,,,,,,
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,14,19.751257,19.781522,19.811787,8,92.273517,JAX00676399,7.061256494,FALSE,,,,,,,,
ENSMUSP00000022694,ENSMUSG00000022099,Dmtn,14,70.602184,70.619116,70.636048,1,56.790768,JAX00004022,7.060908332,FALSE,,,,,,,,
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,1,192.455626,JAX00280727,7.060078611,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,6,14.050022,UNC10597216,7.058623471,FALSE,,,,,,,,
ENSMUSP00000125977,ENSMUSG00000025290,Rps24,14,24.490681,24.493414,24.496146,15,58.605943,UNC25677715,7.057473227,FALSE,,,,,,,,
ENSMUSP00000099867,ENSMUSG00000053093,Myh7,14,54.970688,54.982661,54.994634,2,6.620425,UNC2513769,7.057344605,FALSE,,,,,,,,
ENSMUSP00000047700,ENSMUSG00000034190,Chmp7,14,69.716979,69.724774,69.73257,2,19.931461,UNC2683056,7.05687135,FALSE,,,,,,,,
ENSMUSP00000106957,ENSMUSG00000022223,Sdr39u1,14,55.897286,55.898759,55.900232,16,6.718016,UNC26281353,7.054478345,FALSE,,,,,,,,
ENSMUSP00000047665,ENSMUSG00000039197,Adk,14,21.052574,21.250571,21.448568,11,107.742038,UNC20332939,7.053944237,FALSE,,,,,,,,
ENSMUSP00000022380,ENSMUSG00000021832,Psmc6,14,45.329824,45.339448,45.349071,4,41.760912,UNC7124415,7.052961773,FALSE,,,,,,,,
ENSMUSP00000068550,ENSMUSG00000058690,Ccser2,14,36.874936,36.921856,36.968777,3,87.243356,UNC5716391,7.052878314,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,7,70.826754,UNC13085526,7.051373703,FALSE,,,,,,,,
ENSMUSP00000087773,ENSMUSG00000040640,Erc2,14,27.622442,28.05049,28.478537,8,18.502238,UNC14273585,7.050354804,FALSE,,,,,,,,
ENSMUSP00000125977,ENSMUSG00000025290,Rps24,14,24.490681,24.493414,24.496146,6,134.320203,UNC12137524,7.050248033,FALSE,,,,,,,,
ENSMUSP00000044554,ENSMUSG00000037712,Fermt2,14,45.458792,45.494455,45.530118,18,58.387928,UNC180282171,7.047928628,FALSE,,,,,,,,
ENSMUSP00000047700,ENSMUSG00000034190,Chmp7,14,69.716979,69.724774,69.73257,1,11.09954,JAX00241853,7.045083358,FALSE,,,,,,,,
ENSMUSP00000022600,ENSMUSG00000022022,Mtrf1,14,79.397772,79.410711,79.42365,3,151.400247,UNC6541435,7.043306798,FALSE,,,,,,,,
ENSMUSP00000022480,ENSMUSG00000021913,Ogdhl,14,32.322019,32.33492,32.34782,4,22.96596,UNC6886276,7.042783297,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,16,66.883516,UNC27018382,7.042721136,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,8,127.755015,UNC15739421,7.042672055,FALSE,,,,,,,,
ENSMUSP00000022694,ENSMUSG00000022099,Dmtn,14,70.602184,70.619116,70.636048,2,154.257632,UNC4265934,7.042592925,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,16,66.886176,UNC27018420,7.042500651,FALSE,,,,,,,,
ENSMUSP00000132842,ENSMUSG00000021910,Nisch,14,31.17093,31.193938,31.216946,6,112.714245,JAX00145488,7.040946438,FALSE,,,,,,,,
ENSMUSP00000022416,ENSMUSG00000021866,Anxa11,14,25.842156,25.86448,25.886804,3,53.304733,JAX00107471,7.040643824,FALSE,,,,,,,,
ENSMUSP00000022834,ENSMUSG00000022225,Cma1,14,55.941453,55.943057,55.944661,12,79.349659,UNC21463670,7.039662385,FALSE,,,,,,,,
ENSMUSP00000125155,ENSMUSG00000006289,Osgep,14,50.906478,50.915686,50.924893,15,30.283596,UNC25287599,7.038159962,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,1,7.143835,UNC44002,7.037466111,FALSE,,,,,,,,
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,14,64.652531,64.729414,64.806296,2,97.319661,UNC3584314,7.035883998,FALSE,,,,,,,,
ENSMUSP00000022256,ENSMUSG00000021737,Psmd6,14,14.112184,14.116584,14.120984,7,131.311249,UNC070706211,7.035502972,FALSE,,,,,,,,
ENSMUSP00000000985,ENSMUSG00000000959,Oxa1l,14,54.360841,54.365255,54.369669,17,37.127312,UNC27839427,7.035478811,FALSE,,,,,,,,
ENSMUSP00000022538,ENSMUSG00000021967,Mrp63,14,57.826239,57.827492,57.828745,11,116.831187,UNC20478700,7.035051394,FALSE,,,,,,,,
ENSMUSP00000022682,ENSMUSG00000022091,Sorbs3,14,70.180468,70.194052,70.207637,4,63.028262,JAX00119661,7.03248667,FALSE,,,,,,,,
ENSMUSP00000126449,ENSMUSG00000006529,Itih1,14,30.92918,30.936234,30.943289,16,93.887706,UNC27428004,7.029967607,FALSE,,,,,,,,
ENSMUSP00000022834,ENSMUSG00000022225,Cma1,14,55.941453,55.943057,55.944661,3,84.11099,UNC5676486,7.029315674,FALSE,,,,,,,,
ENSMUSP00000038716,ENSMUSG00000063895,Nupl1,14,60.219204,60.235356,60.251507,6,145.431562,UNC12312573,7.029176251,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,12,4.130052,UNC20549832,7.029122809,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,1,149.274829,UNC1913549,7.028799569,FALSE,,,,,,,,
ENSMUSP00000036924,ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,8,114.9981,UNC15550952,7.028467596,FALSE,,,,,,,,
ENSMUSP00000125434,ENSMUSG00000061244,Exoc5,14,49.012146,49.0394,49.066653,2,49.378545,JAX00094077,7.027759791,FALSE,,,,,,,,
ENSMUSP00000086640,ENSMUSG00000022052,Ppp2r2a,14,67.014057,67.043264,67.072471,4,101.742875,JAX00559872,7.0271664,FALSE,,,,,,,,
ENSMUSP00000022345,ENSMUSG00000021811,Dnajc9,14,20.384638,20.386774,20.38891,12,63.749578,UNC21264360,7.026432651,FALSE,,,,,,,,
ENSMUSP00000123706,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,5,147.21705,UNC10393999,7.026178554,FALSE,,,,,,,,
ENSMUSP00000138396,ENSMUSG00000097148,Gm3839,14,11.280735,11.31873,11.356726,9,113.743662,JAX00175843,7.02475868,FALSE,,,,,,,,
ENSMUSP00000006703,ENSMUSG00000021922,Itih4,14,30.886476,30.894228,30.901981,4,94.212704,UNC040200838,7.023597513,FALSE,,,,,,,,
ENSMUSP00000000985,ENSMUSG00000000959,Oxa1l,14,54.360841,54.365255,54.369669,15,73.461916,UNC25877710,7.023575059,FALSE,,,,,,,,
ENSMUSP00000039537,ENSMUSG00000033405,Nudt15,14,73.519864,73.534053,73.548242,6,115.641064,UNC060181882,7.023446393,FALSE,,,,,,,,
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,14,30.908573,30.916166,30.92376,15,43.942302,UNC25475093,7.023230065,FALSE,,,,,,,,
ENSMUSP00000107237,ENSMUSG00000060373,Hnrnpc,14,52.07338,52.088704,52.104028,11,79.566704,UNC19971740,7.022129787,FALSE,,,,,,,,
ENSMUSP00000078746,ENSMUSG00000063410,Stk24,14,121.286343,121.332838,121.379334,18,66.168719,UNC29472417,7.020754588,FALSE,,,,,,,,
ENSMUSP00000022369,ENSMUSG00000021823,Vcl,14,20.929433,20.981553,21.033673,5,66.519323,UNC9367702,7.019451364,FALSE,,,,,,,,
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,14,21.031442,21.041975,21.052508,X,108.896429,JAX00183170,7.018818427,FALSE,,,,,,,,
ENSMUSP00000022639,ENSMUSG00000022055,Nefl,14,68.083863,68.086479,68.089095,1,91.103492,UNC1138455,7.018395092,FALSE,,,,,,,,
ENSMUSP00000022576,ENSMUSG00000021999,Cpb2,14,75.242287,75.262919,75.283551,12,34.157113,JAX00330046,7.017412195,FALSE,,,,,,,,
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,14,7.817957,7.884772,7.951588,2,61.687788,JAX00094995,7.017350967,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,17,22.06715,UNC170040798,7.016962659,FALSE,,,,,,,,
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,14,19.811402,19.817612,19.823823,X,7.570913,UNC30620787,7.015967271,FALSE,,,,,,,,
ENSMUSP00000087773,ENSMUSG00000040640,Erc2,14,27.622442,28.05049,28.478537,6,99.590493,UNC060308920,7.015783047,FALSE,,,,,,,,
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,14,46.808149,46.815196,46.822242,14,60.75801,UNC24079511,7.014647995,FALSE,,,,,,,,
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,14,55.73902,55.742355,55.74569,17,72.092791,UNC28305929,7.014509567,FALSE,,,,,,,,
ENSMUSP00000124300,ENSMUSG00000033060,Lmo7,14,101.729957,101.832334,101.93471,6,145.036875,UNC12306466,7.014003935,FALSE,,,,,,,,
ENSMUSP00000022496,ENSMUSG00000021929,Kpna3,14,61.365186,61.402566,61.439947,17,64.595781,UNC28185137,7.013957599,FALSE,,,,,,,,
ENSMUSP00000131634,ENSMUSG00000075486,Commd6,14,101.633766,101.637226,101.640686,9,52.645811,UNC16372535,7.013755162,FALSE,,,,,,,,
ENSMUSP00000002289,ENSMUSG00000022111,Uchl3,14,101.653967,101.675046,101.696124,18,60.65699,UNC29387322,7.013470125,FALSE,,,,,,,,
ENSMUSP00000107539,ENSMUSG00000041445,Mmrn2,14,34.375504,34.389896,34.404287,10,56.752961,UNC18013646,7.012313601,FALSE,,,,,,,,
ENSMUSP00000022597,ENSMUSG00000022020,Naa16,14,79.334204,79.362491,79.390778,4,132.985989,UNC8250659,7.010617722,FALSE,,,,,,,,
ENSMUSP00000025940,ENSMUSG00000071347,C1qtnf9,14,60.768134,60.774502,60.780869,3,48.29374,UNC5203610,7.009623488,FALSE,,,,,,,,
ENSMUSP00000022380,ENSMUSG00000021832,Psmc6,14,45.329824,45.339448,45.349071,5,133.783861,JAX00598174,7.00781493,FALSE,,,,,,,,
ENSMUSP00000023826,ENSMUSG00000023064,Sncg,14,34.370274,34.372532,34.374789,9,101.875734,UNC17005035,7.007228117,FALSE,,,,,,,,
ENSMUSP00000036924,ENSMUSG00000033712,Ccar2,14,70.138177,70.145994,70.153811,11,113.072876,JAX00031945,7.006051914,FALSE,,,,,,,,
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,14,63.122462,63.13419,63.145919,19,6.221959,backupUNC190140806,7.005901731,FALSE,,,,,,,,
ENSMUSP00000107869,ENSMUSG00000015968,Cacna1d,14,30.039949,30.265552,30.491156,16,41.234212,UNC26697890,7.005559159,FALSE,,,,,,,,
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,14,122.107038,122.133321,122.159604,4,154.496168,UNC8513499,7.002864836,FALSE,,,,,,,,
ENSMUSP00000113014,ENSMUSG00000022214,Dcaf11,14,55.560006,55.565036,55.570065,11,90.619213,UNC20108973,7.002746763,FALSE,,,,,,,,
